"","Reporter.Countries","Partner.Countries"
"832","Brazil","Zimbabwe"
"833","Brunei Darussalam","Japan"
"834","Brunei Darussalam","Malaysia"
"835","Brunei Darussalam","Philippines"
"836","Brunei Darussalam","Singapore"
"837","Brunei Darussalam","Thailand"
"838","Bulgaria","Afghanistan"
"839","Bulgaria","Albania"
"840","Bulgaria","Algeria"
"841","Bulgaria","Angola"
"842","Bulgaria","Australia"
"843","Bulgaria","Austria"
"844","Bulgaria","Belgium-Luxembourg"
"845","Bulgaria","Canada"
"846","Bulgaria","Cuba"
"847","Bulgaria","Cyprus"
"848","Bulgaria","Czechoslovakia"
"849","Bulgaria","Democratic Republic of the Congo"
"850","Bulgaria","Denmark"
"851","Bulgaria","Egypt"
"852","Bulgaria","Finland"
"853","Bulgaria","France"
"854","Bulgaria","Greece"
"855","Bulgaria","Guinea"
"856","Bulgaria","Hungary"
"857","Bulgaria","Iran (Islamic Republic of)"
"858","Bulgaria","Iraq"
"859","Bulgaria","Italy"
"860","Bulgaria","Japan"
"861","Bulgaria","Jordan"
"862","Bulgaria","Kuwait"
"863","Bulgaria","Lebanon"
"864","Bulgaria","Liberia"
"865","Bulgaria","Libya"
"866","Bulgaria","Malta"
"867","Bulgaria","Mongolia"
"868","Bulgaria","Netherlands"
"869","Bulgaria","New Zealand"
"870","Bulgaria","Nicaragua"
"871","Bulgaria","Nigeria"
"872","Bulgaria","Norway"
"873","Bulgaria","Pakistan"
"874","Bulgaria","Philippines"
"875","Bulgaria","Poland"
"876","Bulgaria","Portugal"
"877","Bulgaria","Romania"
"878","Bulgaria","Saudi Arabia"
"879","Bulgaria","Senegal"
"880","Bulgaria","Sierra Leone"
"881","Bulgaria","Singapore"
"882","Bulgaria","Somalia"
"883","Bulgaria","Sweden"
"884","Bulgaria","Switzerland"
"885","Bulgaria","Syrian Arab Republic"
"886","Bulgaria","Tunisia"
"887","Bulgaria","United Kingdom"
"888","Bulgaria","United States of America"
"889","Bulgaria","Unspecified Area"
"890","Bulgaria","USSR"
"891","Bulgaria","Yugoslav SFR"
"892","Cabo Verde","Portugal"
"893","Cabo Verde","Unspecified Area"
"894","Cameroon","Algeria"
"895","Cameroon","Austria"
"896","Cameroon","Belgium-Luxembourg"
"897","Cameroon","Brazil"
"898","Cameroon","Central African Republic"
"899","Cameroon","Chad"
"900","Cameroon","China, Taiwan Province of"
"901","Cameroon","Congo"
"902","Cameroon","Côte d'Ivoire"
"903","Cameroon","Democratic Republic of the Congo"
"904","Cameroon","Denmark"
"905","Cameroon","Equatorial Guinea"
"906","Cameroon","France"
"907","Cameroon","Gabon"
"908","Cameroon","Guinea"
"909","Cameroon","Hungary"
"910","Cameroon","Ireland"
"911","Cameroon","Israel"
"912","Cameroon","Italy"
"913","Cameroon","Japan"
"914","Cameroon","Morocco"
"915","Cameroon","Netherlands"
"916","Cameroon","Nigeria"
"917","Cameroon","Portugal"
"918","Cameroon","Republic of Korea"
"919","Cameroon","Senegal"
"920","Cameroon","Seychelles"
"921","Cameroon","Spain"
"922","Cameroon","Switzerland"
"923","Cameroon","Togo"
"924","Cameroon","Tunisia"
"925","Cameroon","Turkey"
"926","Cameroon","United Kingdom"
"927","Cameroon","United States of America"
"928","Cameroon","Unspecified Area"
"929","Cameroon","Uruguay"
"930","Cameroon","USSR"
"931","Cameroon","Venezuela (Bolivarian Republic of)"
"932","Canada","Albania"
"933","Canada","Algeria"
"934","Canada","Angola"
"935","Canada","Argentina"
"936","Canada","Australia"
"937","Canada","Austria"
"938","Canada","Bahamas"
"939","Canada","Bahrain"
"940","Canada","Bangladesh"
"941","Canada","Barbados"
"942","Canada","Belgium-Luxembourg"
"943","Canada","Belize"
"944","Canada","Benin"
"945","Canada","Bermuda"
"946","Canada","Bolivia (Plurinational State of)"
"947","Canada","Brazil"
"948","Canada","Bulgaria"
"949","Canada","Cameroon"
"950","Canada","Chile"
"951","Canada","China, Hong Kong SAR"
"952","Canada","China, mainland"
"953","Canada","China, Taiwan Province of"
"954","Canada","Colombia"
"955","Canada","Costa Rica"
"956","Canada","Côte d'Ivoire"
"957","Canada","Cuba"
"958","Canada","Cyprus"
"959","Canada","Czechoslovakia"
"960","Canada","Democratic People's Republic of Korea"
"961","Canada","Democratic Republic of the Congo"
"962","Canada","Denmark"
"963","Canada","Dominican Republic"
"964","Canada","Ecuador"
"965","Canada","Egypt"
"966","Canada","El Salvador"
"967","Canada","Ethiopia PDR"
"968","Canada","Fiji"
"969","Canada","Finland"
"970","Canada","France"
"971","Canada","French Guiana"
"972","Canada","Gabon"
"973","Canada","Ghana"
"974","Canada","Gibraltar"
"975","Canada","Greece"
"976","Canada","Greenland"
"977","Canada","Guatemala"
"978","Canada","Guinea"
"979","Canada","Guyana"
"980","Canada","Haiti"
"981","Canada","Honduras"
"982","Canada","Hungary"
"983","Canada","Iceland"
"984","Canada","India"
"985","Canada","Indonesia"
"986","Canada","Iran (Islamic Republic of)"
"987","Canada","Iraq"
"988","Canada","Ireland"
"989","Canada","Israel"
"990","Canada","Italy"
"991","Canada","Jamaica"
"992","Canada","Japan"
"993","Canada","Jordan"
"994","Canada","Kenya"
"995","Canada","Kuwait"
"996","Canada","Lebanon"
"997","Canada","Liberia"
"998","Canada","Libya"
"999","Canada","Madagascar"
"1000","Canada","Malaysia"
"1001","Canada","Malta"
"1002","Canada","Mauritius"
"1003","Canada","Mexico"
"1004","Canada","Morocco"
"1005","Canada","Mozambique"
"1006","Canada","Netherlands"
"1007","Canada","Netherlands Antilles (former)"
"1008","Canada","New Zealand"
"1009","Canada","Nicaragua"
"1010","Canada","Nigeria"
"1011","Canada","Norway"
"1012","Canada","Oman"
"1013","Canada","Pakistan"
"1014","Canada","Panama"
"1015","Canada","Papua New Guinea"
"1016","Canada","Paraguay"
"1017","Canada","Peru"
"1018","Canada","Philippines"
"1019","Canada","Poland"
"1020","Canada","Portugal"
"1021","Canada","Puerto Rico"
"1022","Canada","Qatar"
"1023","Canada","Republic of Korea"
"1024","Canada","Romania"
"1025","Canada","Saint Pierre and Miquelon"
"1026","Canada","Saudi Arabia"
"1027","Canada","Senegal"
"1028","Canada","Sierra Leone"
"1029","Canada","Singapore"
"1030","Canada","Somalia"
"1031","Canada","Spain"
"1032","Canada","Sri Lanka"
"1033","Canada","Sudan (former)"
"1034","Canada","Suriname"
"1035","Canada","Sweden"
"1036","Canada","Switzerland"
"1037","Canada","Syrian Arab Republic"
"1038","Canada","Thailand"
"1039","Canada","Togo"
"1040","Canada","Trinidad and Tobago"
"1041","Canada","Tunisia"
"1042","Canada","Turkey"
"1043","Canada","Uganda"
"1044","Canada","United Arab Emirates"
"1045","Canada","United Kingdom"
"1046","Canada","United Republic of Tanzania"
"1047","Canada","United States of America"
"1048","Canada","United States Virgin Islands"
"1049","Canada","Unspecified Area"
"1050","Canada","Uruguay"
"1051","Canada","USSR"
"1052","Canada","Venezuela (Bolivarian Republic of)"
"1053","Canada","Yugoslav SFR"
"1054","Canada","Zambia"
"1055","Canada","Zimbabwe"
"1056","Chile","Argentina"
"1057","Chile","Australia"
"1058","Chile","Austria"
"1059","Chile","Belgium-Luxembourg"
"1060","Chile","Bolivia (Plurinational State of)"
"1061","Chile","Brazil"
"1062","Chile","Canada"
"1063","Chile","China, Hong Kong SAR"
"1064","Chile","China, Taiwan Province of"
"1065","Chile","Colombia"
"1066","Chile","Costa Rica"
"1067","Chile","Denmark"
"1068","Chile","Dominican Republic"
"1069","Chile","Ecuador"
"1070","Chile","El Salvador"
"1071","Chile","Finland"
"1072","Chile","France"
"1073","Chile","Guatemala"
"1074","Chile","Haiti"
"1075","Chile","Indonesia"
"1076","Chile","Ireland"
"1077","Chile","Israel"
"1078","Chile","Italy"
"1079","Chile","Japan"
"1080","Chile","Jordan"
"1081","Chile","Kuwait"
"1082","Chile","Lebanon"
"1083","Chile","Libya"
"1084","Chile","Malaysia"
"1085","Chile","Mexico"
"1086","Chile","Netherlands"
"1087","Chile","New Zealand"
"1088","Chile","Nicaragua"
"1089","Chile","Norway"
"1090","Chile","Panama"
"1091","Chile","Paraguay"
"1092","Chile","Peru"
"1093","Chile","Philippines"
"1094","Chile","Poland"
"1095","Chile","Portugal"
"1096","Chile","Republic of Korea"
"1097","Chile","Saudi Arabia"
"1098","Chile","Senegal"
"1099","Chile","Singapore"
"1100","Chile","South Africa"
"1101","Chile","Spain"
"1102","Chile","Sweden"
"1103","Chile","Switzerland"
"1104","Chile","Thailand"
"1105","Chile","United Arab Emirates"
"1106","Chile","United Kingdom"
"1107","Chile","United States of America"
"1108","Chile","Unspecified Area"
"1109","Chile","Uruguay"
"1110","Chile","Venezuela (Bolivarian Republic of)"
"1111","China, Hong Kong SAR","Afghanistan"
"1112","China, Hong Kong SAR","Algeria"
"1113","China, Hong Kong SAR","Argentina"
"1114","China, Hong Kong SAR","Australia"
"1115","China, Hong Kong SAR","Austria"
"1116","China, Hong Kong SAR","Bahrain"
"1117","China, Hong Kong SAR","Bangladesh"
"1118","China, Hong Kong SAR","Barbados"
"1119","China, Hong Kong SAR","Belgium-Luxembourg"
"1120","China, Hong Kong SAR","Belize"
"1121","China, Hong Kong SAR","Benin"
"1122","China, Hong Kong SAR","Bolivia (Plurinational State of)"
"1123","China, Hong Kong SAR","Brazil"
"1124","China, Hong Kong SAR","Brunei Darussalam"
"1125","China, Hong Kong SAR","Bulgaria"
"1126","China, Hong Kong SAR","Burkina Faso"
"1127","China, Hong Kong SAR","Burundi"
"1128","China, Hong Kong SAR","Cameroon"
"1129","China, Hong Kong SAR","Canada"
"1130","China, Hong Kong SAR","Central African Republic"
"1131","China, Hong Kong SAR","Chad"
"1132","China, Hong Kong SAR","Chile"
"1133","China, Hong Kong SAR","China, Macao SAR"
"1134","China, Hong Kong SAR","China, mainland"
"1135","China, Hong Kong SAR","China, Taiwan Province of"
"1136","China, Hong Kong SAR","Colombia"
"1137","China, Hong Kong SAR","Congo"
"1138","China, Hong Kong SAR","Cook Islands"
"1139","China, Hong Kong SAR","Costa Rica"
"1140","China, Hong Kong SAR","Côte d'Ivoire"
"1141","China, Hong Kong SAR","Cyprus"
"1142","China, Hong Kong SAR","Czechoslovakia"
"1143","China, Hong Kong SAR","Democratic People's Republic of Korea"
"1144","China, Hong Kong SAR","Democratic Republic of the Congo"
"1145","China, Hong Kong SAR","Denmark"
"1146","China, Hong Kong SAR","Djibouti"
"1147","China, Hong Kong SAR","Dominican Republic"
"1148","China, Hong Kong SAR","Ecuador"
"1149","China, Hong Kong SAR","Egypt"
"1150","China, Hong Kong SAR","El Salvador"
"1151","China, Hong Kong SAR","Equatorial Guinea"
"1152","China, Hong Kong SAR","Ethiopia PDR"
"1153","China, Hong Kong SAR","Fiji"
"1154","China, Hong Kong SAR","Finland"
"1155","China, Hong Kong SAR","France"
"1156","China, Hong Kong SAR","Gabon"
"1157","China, Hong Kong SAR","Gambia"
"1158","China, Hong Kong SAR","Ghana"
"1159","China, Hong Kong SAR","Greece"
"1160","China, Hong Kong SAR","Guatemala"
"1161","China, Hong Kong SAR","Guinea"
"1162","China, Hong Kong SAR","Guinea-Bissau"
"1163","China, Hong Kong SAR","Guyana"
"1164","China, Hong Kong SAR","Haiti"
"1165","China, Hong Kong SAR","Honduras"
"1166","China, Hong Kong SAR","Hungary"
"1167","China, Hong Kong SAR","India"
"1168","China, Hong Kong SAR","Indonesia"
"1169","China, Hong Kong SAR","Iran (Islamic Republic of)"
"1170","China, Hong Kong SAR","Iraq"
"1171","China, Hong Kong SAR","Israel"
"1172","China, Hong Kong SAR","Italy"
"1173","China, Hong Kong SAR","Jamaica"
"1174","China, Hong Kong SAR","Japan"
"1175","China, Hong Kong SAR","Jordan"
"1176","China, Hong Kong SAR","Kenya"
"1177","China, Hong Kong SAR","Kiribati"
"1178","China, Hong Kong SAR","Kuwait"
"1179","China, Hong Kong SAR","Lao People's Democratic Republic"
"1180","China, Hong Kong SAR","Lebanon"
"1181","China, Hong Kong SAR","Lesotho"
"1182","China, Hong Kong SAR","Liberia"
"1183","China, Hong Kong SAR","Libya"
"1184","China, Hong Kong SAR","Madagascar"
"1185","China, Hong Kong SAR","Malaysia"
"1186","China, Hong Kong SAR","Maldives"
"1187","China, Hong Kong SAR","Mali"
"1188","China, Hong Kong SAR","Malta"
"1189","China, Hong Kong SAR","Mauritania"
"1190","China, Hong Kong SAR","Mauritius"
"1191","China, Hong Kong SAR","Mexico"
"1192","China, Hong Kong SAR","Morocco"
"1193","China, Hong Kong SAR","Mozambique"
"1194","China, Hong Kong SAR","Myanmar"
"1195","China, Hong Kong SAR","Nauru"
"1196","China, Hong Kong SAR","Nepal"
"1197","China, Hong Kong SAR","Netherlands"
"1198","China, Hong Kong SAR","Netherlands Antilles (former)"
"1199","China, Hong Kong SAR","New Zealand"
"1200","China, Hong Kong SAR","Nicaragua"
"1201","China, Hong Kong SAR","Niger"
"1202","China, Hong Kong SAR","Nigeria"
"1203","China, Hong Kong SAR","Norway"
"1204","China, Hong Kong SAR","Oman"
"1205","China, Hong Kong SAR","Pacific Islands Trust Territory"
"1206","China, Hong Kong SAR","Pakistan"
"1207","China, Hong Kong SAR","Panama"
"1208","China, Hong Kong SAR","Papua New Guinea"
"1209","China, Hong Kong SAR","Paraguay"
"1210","China, Hong Kong SAR","Peru"
"1211","China, Hong Kong SAR","Philippines"
"1212","China, Hong Kong SAR","Poland"
"1213","China, Hong Kong SAR","Portugal"
"1214","China, Hong Kong SAR","Republic of Korea"
"1215","China, Hong Kong SAR","Romania"
"1216","China, Hong Kong SAR","Rwanda"
"1217","China, Hong Kong SAR","Samoa"
"1218","China, Hong Kong SAR","Saudi Arabia"
"1219","China, Hong Kong SAR","Senegal"
"1220","China, Hong Kong SAR","Seychelles"
"1221","China, Hong Kong SAR","Sierra Leone"
"1222","China, Hong Kong SAR","Singapore"
"1223","China, Hong Kong SAR","Solomon Islands"
"1224","China, Hong Kong SAR","Somalia"
"1225","China, Hong Kong SAR","South Africa"
"1226","China, Hong Kong SAR","Spain"
"1227","China, Hong Kong SAR","Sri Lanka"
"1228","China, Hong Kong SAR","Sudan (former)"
"1229","China, Hong Kong SAR","Suriname"
"1230","China, Hong Kong SAR","Sweden"
"1231","China, Hong Kong SAR","Switzerland"
"1232","China, Hong Kong SAR","Syrian Arab Republic"
"1233","China, Hong Kong SAR","Thailand"
"1234","China, Hong Kong SAR","Togo"
"1235","China, Hong Kong SAR","Tonga"
"1236","China, Hong Kong SAR","Trinidad and Tobago"
"1237","China, Hong Kong SAR","Tunisia"
"1238","China, Hong Kong SAR","Turkey"
"1239","China, Hong Kong SAR","Tuvalu"
"1240","China, Hong Kong SAR","Uganda"
"1241","China, Hong Kong SAR","United Arab Emirates"
"1242","China, Hong Kong SAR","United Kingdom"
"1243","China, Hong Kong SAR","United Republic of Tanzania"
"1244","China, Hong Kong SAR","United States of America"
"1245","China, Hong Kong SAR","Unspecified Area"
"1246","China, Hong Kong SAR","Uruguay"
"1247","China, Hong Kong SAR","USSR"
"1248","China, Hong Kong SAR","Vanuatu"
"1249","China, Hong Kong SAR","Venezuela (Bolivarian Republic of)"
"1250","China, Hong Kong SAR","Viet Nam"
"1251","China, Hong Kong SAR","Yugoslav SFR"
"1252","China, Hong Kong SAR","Zambia"
"1253","China, Hong Kong SAR","Zimbabwe"
"1254","China, Macao SAR","Canada"
"1255","China, Macao SAR","China, Hong Kong SAR"
"1256","China, Macao SAR","China, mainland"
"1257","China, Macao SAR","Japan"
"1258","China, Macao SAR","Portugal"
"1259","China, Macao SAR","Singapore"
"1260","China, Macao SAR","United States of America"
"1261","China, Taiwan Province of","Afghanistan"
"1262","China, Taiwan Province of","American Samoa"
"1263","China, Taiwan Province of","Antigua and Barbuda"
"1264","China, Taiwan Province of","Argentina"
"1265","China, Taiwan Province of","Australia"
"1266","China, Taiwan Province of","Austria"
"1267","China, Taiwan Province of","Bahamas"
"1268","China, Taiwan Province of","Bahrain"
"1269","China, Taiwan Province of","Bangladesh"
"1270","China, Taiwan Province of","Barbados"
"1271","China, Taiwan Province of","Belgium-Luxembourg"
"1272","China, Taiwan Province of","Bolivia (Plurinational State of)"
"1273","China, Taiwan Province of","Brazil"
"1274","China, Taiwan Province of","Brunei Darussalam"
"1275","China, Taiwan Province of","Cameroon"
"1276","China, Taiwan Province of","Canada"
"1277","China, Taiwan Province of","Chile"
"1278","China, Taiwan Province of","China, Hong Kong SAR"
"1279","China, Taiwan Province of","China, Macao SAR"
"1280","China, Taiwan Province of","Colombia"
"1281","China, Taiwan Province of","Congo"
"1282","China, Taiwan Province of","Costa Rica"
"1283","China, Taiwan Province of","Côte d'Ivoire"
"1284","China, Taiwan Province of","Cyprus"
"1285","China, Taiwan Province of","Democratic Republic of the Congo"
"1286","China, Taiwan Province of","Denmark"
"1287","China, Taiwan Province of","Djibouti"
"1288","China, Taiwan Province of","Dominican Republic"
"1289","China, Taiwan Province of","Ecuador"
"1290","China, Taiwan Province of","Egypt"
"1291","China, Taiwan Province of","El Salvador"
"1292","China, Taiwan Province of","Fiji"
"1293","China, Taiwan Province of","Finland"
"1294","China, Taiwan Province of","France"
"1295","China, Taiwan Province of","French Guiana"
"1296","China, Taiwan Province of","French Polynesia"
"1297","China, Taiwan Province of","Ghana"
"1298","China, Taiwan Province of","Greece"
"1299","China, Taiwan Province of","Guatemala"
"1300","China, Taiwan Province of","Guinea"
"1301","China, Taiwan Province of","Haiti"
"1302","China, Taiwan Province of","Honduras"
"1303","China, Taiwan Province of","India"
"1304","China, Taiwan Province of","Indonesia"
"1305","China, Taiwan Province of","Ireland"
"1306","China, Taiwan Province of","Israel"
"1307","China, Taiwan Province of","Italy"
"1308","China, Taiwan Province of","Jamaica"
"1309","China, Taiwan Province of","Japan"
"1310","China, Taiwan Province of","Jordan"
"1311","China, Taiwan Province of","Kenya"
"1312","China, Taiwan Province of","Kiribati"
"1313","China, Taiwan Province of","Kuwait"
"1314","China, Taiwan Province of","Lebanon"
"1315","China, Taiwan Province of","Madagascar"
"1316","China, Taiwan Province of","Malawi"
"1317","China, Taiwan Province of","Malaysia"
"1318","China, Taiwan Province of","Malta"
"1319","China, Taiwan Province of","Mauritius"
"1320","China, Taiwan Province of","Mexico"
"1321","China, Taiwan Province of","Mozambique"
"1322","China, Taiwan Province of","Netherlands"
"1323","China, Taiwan Province of","New Caledonia"
"1324","China, Taiwan Province of","New Zealand"
"1325","China, Taiwan Province of","Niger"
"1326","China, Taiwan Province of","Nigeria"
"1327","China, Taiwan Province of","Norway"
"1328","China, Taiwan Province of","Oman"
"1329","China, Taiwan Province of","Pakistan"
"1330","China, Taiwan Province of","Panama"
"1331","China, Taiwan Province of","Papua New Guinea"
"1332","China, Taiwan Province of","Paraguay"
"1333","China, Taiwan Province of","Peru"
"1334","China, Taiwan Province of","Philippines"
"1335","China, Taiwan Province of","Portugal"
