"","Reporter.Countries","Partner.Countries"
"3194","Japan","Unspecified Area"
"3195","Japan","Uruguay"
"3196","Japan","USSR"
"3197","Japan","Vanuatu"
"3198","Japan","Venezuela (Bolivarian Republic of)"
"3199","Japan","Viet Nam"
"3200","Japan","Yugoslav SFR"
"3201","Japan","Zambia"
"3202","Japan","Zimbabwe"
"3203","Jordan","Austria"
"3204","Jordan","Bahrain"
"3205","Jordan","Brazil"
"3206","Jordan","Bulgaria"
"3207","Jordan","Cyprus"
"3208","Jordan","Denmark"
"3209","Jordan","Egypt"
"3210","Jordan","France"
"3211","Jordan","Greece"
"3212","Jordan","Iran (Islamic Republic of)"
"3213","Jordan","Iraq"
"3214","Jordan","Ireland"
"3215","Jordan","Italy"
"3216","Jordan","Japan"
"3217","Jordan","Kuwait"
"3218","Jordan","Lebanon"
"3219","Jordan","Libya"
"3220","Jordan","Netherlands"
"3221","Jordan","Oman"
"3222","Jordan","Qatar"
"3223","Jordan","Romania"
"3224","Jordan","Saudi Arabia"
"3225","Jordan","Singapore"
"3226","Jordan","Spain"
"3227","Jordan","Sri Lanka"
"3228","Jordan","Sudan (former)"
"3229","Jordan","Sweden"
"3230","Jordan","Switzerland"
"3231","Jordan","Syrian Arab Republic"
"3232","Jordan","Turkey"
"3233","Jordan","United Arab Emirates"
"3234","Jordan","United Kingdom"
"3235","Jordan","United Republic of Tanzania"
"3236","Jordan","United States of America"
"3237","Kenya","Australia"
"3238","Kenya","Austria"
"3239","Kenya","Bahrain"
"3240","Kenya","Bangladesh"
"3241","Kenya","Belgium-Luxembourg"
"3242","Kenya","Brazil"
"3243","Kenya","Burundi"
"3244","Kenya","Canada"
"3245","Kenya","China, Hong Kong SAR"
"3246","Kenya","China, mainland"
"3247","Kenya","China, Taiwan Province of"
"3248","Kenya","Czechoslovakia"
"3249","Kenya","Democratic People's Republic of Korea"
"3250","Kenya","Democratic Republic of the Congo"
"3251","Kenya","Denmark"
"3252","Kenya","Djibouti"
"3253","Kenya","Egypt"
"3254","Kenya","Ethiopia PDR"
"3255","Kenya","Finland"
"3256","Kenya","France"
"3257","Kenya","Greece"
"3258","Kenya","Hungary"
"3259","Kenya","India"
"3260","Kenya","Indonesia"
"3261","Kenya","Ireland"
"3262","Kenya","Israel"
"3263","Kenya","Italy"
"3264","Kenya","Japan"
"3265","Kenya","Jordan"
"3266","Kenya","Madagascar"
"3267","Kenya","Malawi"
"3268","Kenya","Malaysia"
"3269","Kenya","Mauritius"
"3270","Kenya","Mozambique"
"3271","Kenya","Netherlands"
"3272","Kenya","New Zealand"
"3273","Kenya","Nigeria"
"3274","Kenya","Norway"
"3275","Kenya","Oman"
"3276","Kenya","Pakistan"
"3277","Kenya","Poland"
"3278","Kenya","Portugal"
"3279","Kenya","Republic of Korea"
"3280","Kenya","Romania"
"3281","Kenya","Rwanda"
"3282","Kenya","Saudi Arabia"
"3283","Kenya","Singapore"
"3284","Kenya","Somalia"
"3285","Kenya","Spain"
"3286","Kenya","Sri Lanka"
"3287","Kenya","Sudan (former)"
"3288","Kenya","Sweden"
"3289","Kenya","Switzerland"
"3290","Kenya","Thailand"
"3291","Kenya","Trinidad and Tobago"
"3292","Kenya","Tunisia"
"3293","Kenya","Turkey"
"3294","Kenya","Uganda"
"3295","Kenya","United Arab Emirates"
"3296","Kenya","United Kingdom"
"3297","Kenya","United Republic of Tanzania"
"3298","Kenya","United States of America"
"3299","Kenya","Unspecified Area"
"3300","Kenya","Yugoslav SFR"
"3301","Kenya","Zambia"
"3302","Kenya","Zimbabwe"
"3303","Kiribati","Netherlands"
"3304","Kiribati","New Zealand"
"3305","Kiribati","Sweden"
"3306","Kuwait","Argentina"
"3307","Kuwait","Australia"
"3308","Kuwait","Bahrain"
"3309","Kuwait","Canada"
"3310","Kuwait","Cyprus"
"3311","Kuwait","Denmark"
"3312","Kuwait","Egypt"
"3313","Kuwait","France"
"3314","Kuwait","Greece"
"3315","Kuwait","Hungary"
"3316","Kuwait","India"
"3317","Kuwait","Iran (Islamic Republic of)"
"3318","Kuwait","Iraq"
"3319","Kuwait","Italy"
"3320","Kuwait","Jordan"
"3321","Kuwait","Lebanon"
"3322","Kuwait","Malaysia"
"3323","Kuwait","Morocco"
"3324","Kuwait","Netherlands"
"3325","Kuwait","New Zealand"
"3326","Kuwait","Oman"
"3327","Kuwait","Pakistan"
"3328","Kuwait","Qatar"
"3329","Kuwait","Republic of Korea"
"3330","Kuwait","Saudi Arabia"
"3331","Kuwait","Singapore"
"3332","Kuwait","Spain"
"3333","Kuwait","Sudan (former)"
"3334","Kuwait","Syrian Arab Republic"
"3335","Kuwait","Thailand"
"3336","Kuwait","Tunisia"
"3337","Kuwait","Turkey"
"3338","Kuwait","United Arab Emirates"
"3339","Kuwait","United Kingdom"
"3340","Kuwait","United States of America"
"3341","Kuwait","Yugoslav SFR"
"3342","Malawi","Australia"
"3343","Malawi","Austria"
"3344","Malawi","Bangladesh"
"3345","Malawi","Belgium-Luxembourg"
"3346","Malawi","Botswana"
"3347","Malawi","Brazil"
"3348","Malawi","Burundi"
"3349","Malawi","Cameroon"
"3350","Malawi","Canada"
"3351","Malawi","China, Taiwan Province of"
"3352","Malawi","Côte d'Ivoire"
"3353","Malawi","Cyprus"
"3354","Malawi","Democratic Republic of the Congo"
"3355","Malawi","Denmark"
"3356","Malawi","Egypt"
"3357","Malawi","Ethiopia PDR"
"3358","Malawi","Finland"
"3359","Malawi","France"
"3360","Malawi","Gabon"
"3361","Malawi","Gambia"
"3362","Malawi","Ghana"
"3363","Malawi","Greece"
"3364","Malawi","Ireland"
"3365","Malawi","Israel"
"3366","Malawi","Italy"
"3367","Malawi","Japan"
"3368","Malawi","Kenya"
"3369","Malawi","Liberia"
"3370","Malawi","Libya"
"3371","Malawi","Malta"
"3372","Malawi","Mozambique"
"3373","Malawi","Netherlands"
"3374","Malawi","New Zealand"
"3375","Malawi","Norway"
"3376","Malawi","Oman"
"3377","Malawi","Pakistan"
"3378","Malawi","Papua New Guinea"
"3379","Malawi","Peru"
"3380","Malawi","Portugal"
"3381","Malawi","Rwanda"
"3382","Malawi","Senegal"
"3383","Malawi","Seychelles"
"3384","Malawi","Sierra Leone"
"3385","Malawi","Somalia"
"3386","Malawi","South Africa"
"3387","Malawi","Spain"
"3388","Malawi","Sweden"
"3389","Malawi","Switzerland"
"3390","Malawi","United Kingdom"
"3391","Malawi","United Republic of Tanzania"
"3392","Malawi","United States of America"
"3393","Malawi","Unspecified Area"
"3394","Malawi","Zambia"
"3395","Malawi","Zimbabwe"
"3396","Malaysia","Afghanistan"
"3397","Malaysia","Algeria"
"3398","Malaysia","Angola"
"3399","Malaysia","Argentina"
"3400","Malaysia","Australia"
"3401","Malaysia","Austria"
"3402","Malaysia","Bahrain"
"3403","Malaysia","Bangladesh"
"3404","Malaysia","Belgium-Luxembourg"
"3405","Malaysia","Bolivia (Plurinational State of)"
"3406","Malaysia","Brazil"
"3407","Malaysia","Brunei Darussalam"
"3408","Malaysia","Bulgaria"
"3409","Malaysia","Canada"
"3410","Malaysia","Chile"
"3411","Malaysia","China, Hong Kong SAR"
"3412","Malaysia","China, mainland"
"3413","Malaysia","Christmas Island"
"3414","Malaysia","Colombia"
"3415","Malaysia","Cuba"
"3416","Malaysia","Cyprus"
"3417","Malaysia","Czechoslovakia"
"3418","Malaysia","Democratic People's Republic of Korea"
"3419","Malaysia","Denmark"
"3420","Malaysia","Djibouti"
"3421","Malaysia","Ecuador"
"3422","Malaysia","Egypt"
"3423","Malaysia","Ethiopia PDR"
"3424","Malaysia","Fiji"
"3425","Malaysia","Finland"
"3426","Malaysia","France"
"3427","Malaysia","Ghana"
"3428","Malaysia","Greece"
"3429","Malaysia","Hungary"
"3430","Malaysia","Iceland"
"3431","Malaysia","India"
"3432","Malaysia","Indonesia"
"3433","Malaysia","Iran (Islamic Republic of)"
"3434","Malaysia","Iraq"
"3435","Malaysia","Ireland"
"3436","Malaysia","Italy"
"3437","Malaysia","Jamaica"
"3438","Malaysia","Japan"
"3439","Malaysia","Jordan"
"3440","Malaysia","Kenya"
"3441","Malaysia","Kuwait"
"3442","Malaysia","Lebanon"
"3443","Malaysia","Libya"
"3444","Malaysia","Madagascar"
"3445","Malaysia","Maldives"
"3446","Malaysia","Malta"
"3447","Malaysia","Mauritius"
"3448","Malaysia","Mexico"
"3449","Malaysia","Mongolia"
"3450","Malaysia","Morocco"
"3451","Malaysia","Mozambique"
"3452","Malaysia","Myanmar"
"3453","Malaysia","Nepal"
"3454","Malaysia","Netherlands"
"3455","Malaysia","New Zealand"
"3456","Malaysia","Nigeria"
"3457","Malaysia","Norway"
"3458","Malaysia","Oman"
"3459","Malaysia","Pakistan"
"3460","Malaysia","Panama"
"3461","Malaysia","Papua New Guinea"
"3462","Malaysia","Paraguay"
"3463","Malaysia","Peru"
"3464","Malaysia","Philippines"
"3465","Malaysia","Poland"
"3466","Malaysia","Portugal"
"3467","Malaysia","Qatar"
"3468","Malaysia","Republic of Korea"
"3469","Malaysia","Romania"
"3470","Malaysia","Saudi Arabia"
"3471","Malaysia","Seychelles"
"3472","Malaysia","Sierra Leone"
"3473","Malaysia","Singapore"
"3474","Malaysia","Solomon Islands"
"3475","Malaysia","Somalia"
"3476","Malaysia","South Africa"
"3477","Malaysia","Spain"
"3478","Malaysia","Sri Lanka"
"3479","Malaysia","Sudan (former)"
"3480","Malaysia","Sweden"
"3481","Malaysia","Switzerland"
"3482","Malaysia","Syrian Arab Republic"
"3483","Malaysia","Thailand"
"3484","Malaysia","Trinidad and Tobago"
"3485","Malaysia","Tunisia"
"3486","Malaysia","Turkey"
"3487","Malaysia","United Kingdom"
"3488","Malaysia","United Republic of Tanzania"
"3489","Malaysia","United States of America"
"3490","Malaysia","Unspecified Area"
"3491","Malaysia","Uruguay"
"3492","Malaysia","USSR"
"3493","Malaysia","Venezuela (Bolivarian Republic of)"
"3494","Malaysia","Yugoslav SFR"
"3495","Malaysia","Zambia"
"3496","Malaysia","Zimbabwe"
"3497","Martinique","Antigua and Barbuda"
"3498","Martinique","Barbados"
"3499","Martinique","Belgium-Luxembourg"
"3500","Martinique","Brazil"
"3501","Martinique","Canada"
"3502","Martinique","Colombia"
"3503","Martinique","Dominican Republic"
"3504","Martinique","France"
"3505","Martinique","French Guiana"
"3506","Martinique","French Polynesia"
"3507","Martinique","Grenada"
"3508","Martinique","Guadeloupe"
"3509","Martinique","Netherlands"
"3510","Martinique","Netherlands Antilles (former)"
"3511","Martinique","New Caledonia"
"3512","Martinique","Peru"
"3513","Martinique","Saint Lucia"
"3514","Martinique","Saint Vincent and the Grenadines"
"3515","Martinique","Togo"
"3516","Martinique","Trinidad and Tobago"
"3517","Martinique","United States of America"
"3518","Martinique","Unspecified Area"
"3519","Martinique","Venezuela (Bolivarian Republic of)"
"3520","Mexico","Algeria"
"3521","Mexico","Angola"
"3522","Mexico","Argentina"
"3523","Mexico","Australia"
"3524","Mexico","Austria"
"3525","Mexico","Bahamas"
"3526","Mexico","Belgium-Luxembourg"
"3527","Mexico","Belize"
"3528","Mexico","Brazil"
"3529","Mexico","Bulgaria"
"3530","Mexico","Canada"
"3531","Mexico","Cayman Islands"
"3532","Mexico","Chad"
"3533","Mexico","Chile"
"3534","Mexico","China, Hong Kong SAR"
"3535","Mexico","China, mainland"
"3536","Mexico","Christmas Island"
"3537","Mexico","Colombia"
"3538","Mexico","Costa Rica"
"3539","Mexico","Cuba"
"3540","Mexico","Cyprus"
"3541","Mexico","Czechoslovakia"
"3542","Mexico","Denmark"
"3543","Mexico","Dominica"
"3544","Mexico","Dominican Republic"
"3545","Mexico","Ecuador"
"3546","Mexico","Egypt"
"3547","Mexico","El Salvador"
"3548","Mexico","Ethiopia PDR"
"3549","Mexico","Fiji"
"3550","Mexico","Finland"
"3551","Mexico","France"
"3552","Mexico","Greece"
"3553","Mexico","Grenada"
"3554","Mexico","Guatemala"
"3555","Mexico","Honduras"
"3556","Mexico","Hungary"
"3557","Mexico","India"
"3558","Mexico","Indonesia"
"3559","Mexico","Ireland"
"3560","Mexico","Israel"
"3561","Mexico","Italy"
"3562","Mexico","Jamaica"
"3563","Mexico","Japan"
"3564","Mexico","Jordan"
"3565","Mexico","Kuwait"
"3566","Mexico","Lebanon"
"3567","Mexico","Malta"
"3568","Mexico","Morocco"
"3569","Mexico","Netherlands"
"3570","Mexico","Netherlands Antilles (former)"
"3571","Mexico","New Zealand"
"3572","Mexico","Nicaragua"
"3573","Mexico","Norway"
"3574","Mexico","Pakistan"
"3575","Mexico","Panama"
"3576","Mexico","Peru"
"3577","Mexico","Philippines"
"3578","Mexico","Poland"
"3579","Mexico","Portugal"
"3580","Mexico","Republic of Korea"
"3581","Mexico","Saudi Arabia"
"3582","Mexico","Singapore"
"3583","Mexico","Spain"
"3584","Mexico","Sweden"
"3585","Mexico","Switzerland"
"3586","Mexico","Syrian Arab Republic"
"3587","Mexico","Thailand"
"3588","Mexico","Tunisia"
"3589","Mexico","Turkey"
"3590","Mexico","United Kingdom"
"3591","Mexico","United States of America"
"3592","Mexico","Unspecified Area"
"3593","Mexico","Uruguay"
"3594","Mexico","Venezuela (Bolivarian Republic of)"
"3595","Mexico","Yugoslav SFR"
"3596","Morocco","Algeria"
"3597","Morocco","Australia"
"3598","Morocco","Austria"
"3599","Morocco","Belgium-Luxembourg"
"3600","Morocco","Benin"
"3601","Morocco","Brazil"
"3602","Morocco","Burkina Faso"
"3603","Morocco","Cameroon"
"3604","Morocco","Canada"
"3605","Morocco","Central African Republic"
"3606","Morocco","China, Hong Kong SAR"
"3607","Morocco","Congo"
"3608","Morocco","Côte d'Ivoire"
"3609","Morocco","Czechoslovakia"
"3610","Morocco","Denmark"
"3611","Morocco","Dominican Republic"
"3612","Morocco","Egypt"
"3613","Morocco","Finland"
"3614","Morocco","France"
"3615","Morocco","Gabon"
"3616","Morocco","Gambia"
"3617","Morocco","Gibraltar"
"3618","Morocco","Greece"
"3619","Morocco","Guinea"
"3620","Morocco","India"
"3621","Morocco","Iraq"
"3622","Morocco","Ireland"
"3623","Morocco","Italy"
"3624","Morocco","Japan"
"3625","Morocco","Jordan"
"3626","Morocco","Kuwait"
"3627","Morocco","Lebanon"
"3628","Morocco","Liberia"
"3629","Morocco","Libya"
"3630","Morocco","Malaysia"
"3631","Morocco","Mali"
"3632","Morocco","Mauritania"
"3633","Morocco","Netherlands"
"3634","Morocco","Niger"
"3635","Morocco","Nigeria"
"3636","Morocco","Norway"
"3637","Morocco","Pakistan"
"3638","Morocco","Poland"
"3639","Morocco","Portugal"
"3640","Morocco","Republic of Korea"
"3641","Morocco","Réunion"
"3642","Morocco","Romania"
"3643","Morocco","Saudi Arabia"
"3644","Morocco","Senegal"
"3645","Morocco","Singapore"
"3646","Morocco","Spain"
"3647","Morocco","Sri Lanka"
"3648","Morocco","Sweden"
"3649","Morocco","Switzerland"
"3650","Morocco","Togo"
"3651","Morocco","Tunisia"
"3652","Morocco","United Kingdom"
"3653","Morocco","United Republic of Tanzania"
"3654","Morocco","United States of America"
"3655","Morocco","Unspecified Area"
"3656","Morocco","USSR"
"3657","Netherlands","Afghanistan"
"3658","Netherlands","Albania"
"3659","Netherlands","Algeria"
"3660","Netherlands","Andorra"
"3661","Netherlands","Angola"
"3662","Netherlands","Antigua and Barbuda"
"3663","Netherlands","Argentina"
"3664","Netherlands","Australia"
"3665","Netherlands","Austria"
"3666","Netherlands","Bahamas"
"3667","Netherlands","Bahrain"
"3668","Netherlands","Bangladesh"
"3669","Netherlands","Barbados"
"3670","Netherlands","Belgium-Luxembourg"
"3671","Netherlands","Belize"
"3672","Netherlands","Benin"
"3673","Netherlands","Bermuda"
"3674","Netherlands","Bolivia (Plurinational State of)"
"3675","Netherlands","Botswana"
"3676","Netherlands","Brazil"
"3677","Netherlands","British Indian Ocean Territory"
"3678","Netherlands","Brunei Darussalam"
"3679","Netherlands","Bulgaria"
"3680","Netherlands","Burkina Faso"
"3681","Netherlands","Burundi"
"3682","Netherlands","Cabo Verde"
"3683","Netherlands","Cameroon"
"3684","Netherlands","Canada"
"3685","Netherlands","Cayman Islands"
"3686","Netherlands","Central African Republic"
"3687","Netherlands","Chad"
"3688","Netherlands","Chile"
"3689","Netherlands","China, Hong Kong SAR"
"3690","Netherlands","China, mainland"
"3691","Netherlands","China, Taiwan Province of"
"3692","Netherlands","Colombia"
"3693","Netherlands","Comoros"
"3694","Netherlands","Congo"
"3695","Netherlands","Costa Rica"
"3696","Netherlands","Côte d'Ivoire"
"3697","Netherlands","Cuba"
"3698","Netherlands","Cyprus"
"3699","Netherlands","Czechoslovakia"
"3700","Netherlands","Democratic People's Republic of Korea"
"3701","Netherlands","Democratic Republic of the Congo"
"3702","Netherlands","Denmark"
"3703","Netherlands","Djibouti"
"3704","Netherlands","Dominica"
"3705","Netherlands","Dominican Republic"
"3706","Netherlands","Ecuador"
"3707","Netherlands","Egypt"
"3708","Netherlands","El Salvador"
"3709","Netherlands","Equatorial Guinea"
"3710","Netherlands","Eswatini"
"3711","Netherlands","Ethiopia PDR"
"3712","Netherlands","Faroe Islands"
"3713","Netherlands","Fiji"
"3714","Netherlands","Finland"
"3715","Netherlands","France"
"3716","Netherlands","French Guiana"
"3717","Netherlands","French Polynesia"
"3718","Netherlands","Gabon"
"3719","Netherlands","Gambia"
"3720","Netherlands","Ghana"
"3721","Netherlands","Gibraltar"
"3722","Netherlands","Greece"
"3723","Netherlands","Greenland"
"3724","Netherlands","Grenada"
"3725","Netherlands","Guadeloupe"
"3726","Netherlands","Guatemala"
"3727","Netherlands","Guinea"
"3728","Netherlands","Guinea-Bissau"
"3729","Netherlands","Guyana"
"3730","Netherlands","Haiti"
"3731","Netherlands","Holy See"
"3732","Netherlands","Honduras"
"3733","Netherlands","Hungary"
"3734","Netherlands","Iceland"
"3735","Netherlands","India"
"3736","Netherlands","Indonesia"
"3737","Netherlands","Iran (Islamic Republic of)"
"3738","Netherlands","Iraq"
"3739","Netherlands","Ireland"
"3740","Netherlands","Israel"
"3741","Netherlands","Italy"
"3742","Netherlands","Jamaica"
"3743","Netherlands","Japan"
"3744","Netherlands","Jordan"
"3745","Netherlands","Kenya"
"3746","Netherlands","Kiribati"
"3747","Netherlands","Kuwait"
"3748","Netherlands","Lao People's Democratic Republic"
"3749","Netherlands","Lebanon"
"3750","Netherlands","Lesotho"
"3751","Netherlands","Liberia"
"3752","Netherlands","Libya"
"3753","Netherlands","Madagascar"
"3754","Netherlands","Malawi"
"3755","Netherlands","Malaysia"
"3756","Netherlands","Maldives"
"3757","Netherlands","Mali"
"3758","Netherlands","Malta"
"3759","Netherlands","Martinique"
"3760","Netherlands","Mauritania"
"3761","Netherlands","Mauritius"
"3762","Netherlands","Mexico"
"3763","Netherlands","Mongolia"
"3764","Netherlands","Morocco"
"3765","Netherlands","Mozambique"
"3766","Netherlands","Myanmar"
"3767","Netherlands","Nepal"
"3768","Netherlands","Netherlands Antilles (former)"
"3769","Netherlands","New Caledonia"
"3770","Netherlands","New Zealand"
"3771","Netherlands","Nicaragua"
"3772","Netherlands","Niger"
"3773","Netherlands","Nigeria"
"3774","Netherlands","Norway"
"3775","Netherlands","Oman"
"3776","Netherlands","Pakistan"
"3777","Netherlands","Panama"
"3778","Netherlands","Papua New Guinea"
"3779","Netherlands","Paraguay"
"3780","Netherlands","Peru"
"3781","Netherlands","Philippines"
"3782","Netherlands","Poland"
"3783","Netherlands","Portugal"
"3784","Netherlands","Qatar"
"3785","Netherlands","Republic of Korea"
"3786","Netherlands","Réunion"
"3787","Netherlands","Romania"
"3788","Netherlands","Rwanda"
"3789","Netherlands","Saint Helena, Ascension and Tristan da Cunha"
"3790","Netherlands","Saint Lucia"
"3791","Netherlands","Saint Pierre and Miquelon"
"3792","Netherlands","Saint Vincent and the Grenadines"
"3793","Netherlands","Sao Tome and Principe"
"3794","Netherlands","Saudi Arabia"
"3795","Netherlands","Senegal"
"3796","Netherlands","Seychelles"
"3797","Netherlands","Sierra Leone"
"3798","Netherlands","Singapore"
"3799","Netherlands","Solomon Islands"
"3800","Netherlands","Somalia"
"3801","Netherlands","South Africa"
"3802","Netherlands","Spain"
"3803","Netherlands","Sri Lanka"
"3804","Netherlands","Sudan (former)"
"3805","Netherlands","Suriname"
"3806","Netherlands","Sweden"
"3807","Netherlands","Switzerland"
"3808","Netherlands","Syrian Arab Republic"
"3809","Netherlands","Thailand"
"3810","Netherlands","Togo"
"3811","Netherlands","Trinidad and Tobago"
"3812","Netherlands","Tunisia"
"3813","Netherlands","Turkey"
"3814","Netherlands","Turks and Caicos Islands"
"3815","Netherlands","Uganda"
"3816","Netherlands","United Arab Emirates"
"3817","Netherlands","United Kingdom"
"3818","Netherlands","United Republic of Tanzania"
"3819","Netherlands","United States of America"
"3820","Netherlands","United States Virgin Islands"
"3821","Netherlands","Unspecified Area"
"3822","Netherlands","Uruguay"
"3823","Netherlands","USSR"
"3824","Netherlands","Vanuatu"
"3825","Netherlands","Venezuela (Bolivarian Republic of)"
"3826","Netherlands","Viet Nam"
"3827","Netherlands","Wallis and Futuna Islands"
"3828","Netherlands","Yugoslav SFR"
"3829","Netherlands","Zambia"
"3830","Netherlands","Zimbabwe"
"3831","Netherlands Antilles (former)","Aruba"
"3832","Netherlands Antilles (former)","Barbados"
"3833","Netherlands Antilles (former)","Dominican Republic"
"3834","Netherlands Antilles (former)","France"
"3835","Netherlands Antilles (former)","Netherlands"
"3836","Netherlands Antilles (former)","Netherlands Antilles (former)"
"3837","Netherlands Antilles (former)","Puerto Rico"
"3838","Netherlands Antilles (former)","United States of America"
"3839","Netherlands Antilles (former)","Unspecified Area"
"3840","Netherlands Antilles (former)","Venezuela (Bolivarian Republic of)"
"3841","New Zealand","Afghanistan"
"3842","New Zealand","Algeria"
"3843","New Zealand","American Samoa"
"3844","New Zealand","Antigua and Barbuda"
"3845","New Zealand","Argentina"
"3846","New Zealand","Australia"
"3847","New Zealand","Austria"
"3848","New Zealand","Bahamas"
"3849","New Zealand","Bahrain"
"3850","New Zealand","Bangladesh"
"3851","New Zealand","Barbados"
"3852","New Zealand","Belgium-Luxembourg"
"3853","New Zealand","Belize"
"3854","New Zealand","Bermuda"
"3855","New Zealand","Brazil"
"3856","New Zealand","British Virgin Islands"
"3857","New Zealand","Brunei Darussalam"
"3858","New Zealand","Canada"
"3859","New Zealand","Cayman Islands"
"3860","New Zealand","Chile"
"3861","New Zealand","China, Hong Kong SAR"
"3862","New Zealand","China, Macao SAR"
"3863","New Zealand","China, mainland"
"3864","New Zealand","China, Taiwan Province of"
"3865","New Zealand","Colombia"
"3866","New Zealand","Cook Islands"
"3867","New Zealand","Costa Rica"
"3868","New Zealand","Cuba"
"3869","New Zealand","Cyprus"
"3870","New Zealand","Czechoslovakia"
"3871","New Zealand","Democratic Republic of the Congo"
"3872","New Zealand","Denmark"
"3873","New Zealand","Djibouti"
"3874","New Zealand","Dominica"
"3875","New Zealand","Dominican Republic"
"3876","New Zealand","Ecuador"
"3877","New Zealand","Egypt"
"3878","New Zealand","El Salvador"
"3879","New Zealand","Fiji"
"3880","New Zealand","Finland"
"3881","New Zealand","France"
"3882","New Zealand","French Guiana"
"3883","New Zealand","French Polynesia"
"3884","New Zealand","Gabon"
"3885","New Zealand","Ghana"
"3886","New Zealand","Gibraltar"
"3887","New Zealand","Greece"
"3888","New Zealand","Grenada"
"3889","New Zealand","Guadeloupe"
"3890","New Zealand","Guam"
"3891","New Zealand","Guatemala"
"3892","New Zealand","Haiti"
"3893","New Zealand","Honduras"
"3894","New Zealand","Hungary"
"3895","New Zealand","Iceland"
"3896","New Zealand","India"
"3897","New Zealand","Indonesia"
"3898","New Zealand","Iran (Islamic Republic of)"
"3899","New Zealand","Iraq"
"3900","New Zealand","Ireland"
"3901","New Zealand","Israel"
"3902","New Zealand","Italy"
"3903","New Zealand","Jamaica"
"3904","New Zealand","Japan"
"3905","New Zealand","Jordan"
"3906","New Zealand","Kenya"
"3907","New Zealand","Kiribati"
"3908","New Zealand","Kuwait"
"3909","New Zealand","Lebanon"
"3910","New Zealand","Libya"
"3911","New Zealand","Madagascar"
"3912","New Zealand","Malawi"
"3913","New Zealand","Malaysia"
"3914","New Zealand","Maldives"
"3915","New Zealand","Malta"
"3916","New Zealand","Martinique"
"3917","New Zealand","Mauritius"
"3918","New Zealand","Mexico"
"3919","New Zealand","Mongolia"
"3920","New Zealand","Morocco"
"3921","New Zealand","Mozambique"
"3922","New Zealand","Myanmar"
"3923","New Zealand","Nauru"
"3924","New Zealand","Nepal"
"3925","New Zealand","Netherlands"
"3926","New Zealand","Netherlands Antilles (former)"
"3927","New Zealand","New Caledonia"
"3928","New Zealand","Nicaragua"
"3929","New Zealand","Niger"
"3930","New Zealand","Niue"
"3931","New Zealand","Norfolk Island"
"3932","New Zealand","Norway"
"3933","New Zealand","Oman"
"3934","New Zealand","Pacific Islands Trust Territory"
"3935","New Zealand","Pakistan"
"3936","New Zealand","Panama"
"3937","New Zealand","Papua New Guinea"
"3938","New Zealand","Peru"
"3939","New Zealand","Philippines"
"3940","New Zealand","Pitcairn Islands"
"3941","New Zealand","Poland"
"3942","New Zealand","Portugal"
"3943","New Zealand","Qatar"
"3944","New Zealand","Republic of Korea"
"3945","New Zealand","Réunion"
"3946","New Zealand","Romania"
"3947","New Zealand","Saint Kitts and Nevis"
"3948","New Zealand","Saint Lucia"
"3949","New Zealand","Samoa"
"3950","New Zealand","Saudi Arabia"
"3951","New Zealand","Seychelles"
"3952","New Zealand","Sierra Leone"
"3953","New Zealand","Singapore"
"3954","New Zealand","Solomon Islands"
"3955","New Zealand","South Africa"
"3956","New Zealand","Spain"
"3957","New Zealand","Sri Lanka"
"3958","New Zealand","Sudan (former)"
"3959","New Zealand","Suriname"
"3960","New Zealand","Sweden"
"3961","New Zealand","Switzerland"
"3962","New Zealand","Syrian Arab Republic"
"3963","New Zealand","Thailand"
"3964","New Zealand","Togo"
"3965","New Zealand","Tonga"
"3966","New Zealand","Trinidad and Tobago"
"3967","New Zealand","Tunisia"
"3968","New Zealand","Turkey"
"3969","New Zealand","Tuvalu"
"3970","New Zealand","United Arab Emirates"
"3971","New Zealand","United Kingdom"
"3972","New Zealand","United Republic of Tanzania"
"3973","New Zealand","United States of America"
"3974","New Zealand","United States Virgin Islands"
"3975","New Zealand","Unspecified Area"
"3976","New Zealand","Uruguay"
"3977","New Zealand","USSR"
"3978","New Zealand","Vanuatu"
"3979","New Zealand","Venezuela (Bolivarian Republic of)"
"3980","New Zealand","Viet Nam"
"3981","New Zealand","Wallis and Futuna Islands"
"3982","New Zealand","Yugoslav SFR"
"3983","New Zealand","Zimbabwe"
"3984","Nigeria","Austria"
"3985","Nigeria","Belgium-Luxembourg"
"3986","Nigeria","Benin"
"3987","Nigeria","Brazil"
"3988","Nigeria","China, Hong Kong SAR"
"3989","Nigeria","China, Taiwan Province of"
"3990","Nigeria","Côte d'Ivoire"
"3991","Nigeria","Cyprus"
"3992","Nigeria","France"
"3993","Nigeria","Gabon"
"3994","Nigeria","India"
"3995","Nigeria","Ireland"
"3996","Nigeria","Italy"
"3997","Nigeria","Japan"
"3998","Nigeria","Liberia"
"3999","Nigeria","Netherlands"
"4000","Nigeria","Neutral Zone"
"4001","Nigeria","Niger"
"4002","Nigeria","Spain"
"4003","Nigeria","Switzerland"
"4004","Nigeria","United Kingdom"
"4005","Nigeria","United States of America"
"4006","Nigeria","Unspecified Area"
"4007","Nigeria","USSR"
"4008","Norway","Albania"
"4009","Norway","Angola"
"4010","Norway","Argentina"
"4011","Norway","Australia"
"4012","Norway","Austria"
"4013","Norway","Bahrain"
"4014","Norway","Belgium-Luxembourg"
"4015","Norway","Belize"
"4016","Norway","Benin"
